ROW_ID,ICD10_CODE_CN,ICD10_CODE,TITLE_CN,TITLE
16527,N81.501,N81.5,阴道小肠膨出,Vaginal enterocele
16528,N81.600,N81.6,直肠膨出,Rectocele
16529,N81.601,N81.6,阴道后壁脱垂,Rectocele
16530,N81.602,N81.6,阴道后壁脱垂伴直肠膨出,Rectocele
16531,N81.800,N81.8,特指女性生殖器脱垂,Other female genital prolapse
16532,N81.801,N81.8,陈旧性会阴裂伤,Other female genital prolapse
16533,N81.802,N81.8,阴道前后壁脱垂,Other female genital prolapse
16534,N81.803,N81.8,阴道松弛,Other female genital prolapse
16535,N81.900,N81.9,女性生殖器脱垂,"Female genital prolapse, unspecified"
16536,N82.000,N82.0,膀胱阴道瘘,Vesicovaginal fistula
16537,N82.001,N82.0,手术后膀胱阴道瘘,Vesicovaginal fistula
16538,N82.003,N82.0,阴道膀胱瘘,Vesicovaginal fistula
16539,N82.100,N82.1,女性泌尿-生殖道瘘,Other female urinary-genital tract fistulae
16540,N82.101,N82.1,阴道尿道瘘,Other female urinary-genital tract fistulae
16541,N82.102,N82.1,输尿管阴道瘘,Other female urinary-genital tract fistulae
16542,N82.103,N82.1,阴道输尿管瘘,Other female urinary-genital tract fistulae
16543,N82.200,N82.2,阴道小肠瘘,Fistula of vagina to small intestine
16544,N82.201,N82.2,手术后小肠阴道瘘,Fistula of vagina to small intestine
16545,N82.202,N82.2,手术后回肠阴道瘘,Fistula of vagina to small intestine
16546,N82.300,N82.3,阴道大肠瘘,Fistula of vagina to large intestine
16547,N82.301,N82.3,直肠膀胱阴道瘘,Fistula of vagina to large intestine
16548,N82.302,N82.3,阴道直肠瘘,Fistula of vagina to large intestine
16549,N82.303,N82.3,直肠阴道瘘,Fistula of vagina to large intestine
16550,N82.400,N82.4,女性肠-生殖道瘘,Other female intestinal-genital tract fistulae
16551,N82.401,N82.4,子宫直肠瘘,Other female intestinal-genital tract fistulae
16552,N82.500,N82.5,女性生殖道-皮肤瘘,Female genital tract-skin fistulae
16553,N82.501,N82.5,子宫腹壁瘘,Female genital tract-skin fistulae
16554,N82.502,N82.5,阴道会阴瘘,Female genital tract-skin fistulae
16555,N82.800,N82.8,特指女性生殖道瘘,Other female genital tract fistulae
16556,N82.801,N82.8,子宫阴道瘘,Other female genital tract fistulae
16557,N82.900,N82.9,女性生殖道瘘,"Female genital tract fistula, unspecified"
16558,N82.901,N82.9,阴道瘘,"Female genital tract fistula, unspecified"
16559,N82.902,N82.9,子宫瘘,"Female genital tract fistula, unspecified"
16560,N83.000,N83.0,卵巢滤泡囊肿,Follicular cyst of ovary
16561,N83.001,N83.0,卵巢囊性囊泡,Follicular cyst of ovary
16562,N83.100,N83.1,黄体囊肿,Corpus luteum cyst
16563,N83.101,N83.1,卵巢黄体囊肿,Corpus luteum cyst
16564,N83.102,N83.1,卵巢黄体破裂,Corpus luteum cyst
16565,N83.103,N83.1,卵巢黄体血肿,Corpus luteum cyst
16566,N83.104,N83.1,卵巢黄体囊肿破裂,Corpus luteum cyst
16567,N83.105,N83.1,卵巢血肿,Corpus luteum cyst
16568,N83.106,N83.1,卵巢肿大,Corpus luteum cyst
16569,N83.200,N83.2,特指卵巢囊肿,Other and unspecified ovarian cysts
16570,N83.201,N83.2,卵巢包涵囊肿,Other and unspecified ovarian cysts
16571,N83.202,N83.2,卵巢单纯性囊肿,Other and unspecified ovarian cysts
16572,N83.203,N83.2,卵巢囊肿,Other and unspecified ovarian cysts
16573,N83.204,N83.2,卵巢浆液性囊肿,Other and unspecified ovarian cysts
16574,N83.205,N83.2,卵巢黄素化囊肿,Other and unspecified ovarian cysts
16575,N83.206,N83.2,卵巢潴留囊肿,Other and unspecified ovarian cysts
16576,N83.207,N83.2,副卵巢囊肿,Other and unspecified ovarian cysts
16577,N83.300,N83.3,后天性卵巢和输卵管萎缩,Acquired atrophy of ovary and fallopian tube
16578,N83.400,N83.4,卵巢和输卵管脱垂并发疝,Prolapse and hernia of ovary and fallopian tube
16579,N83.401,N83.4,输卵管脱垂,Prolapse and hernia of ovary and fallopian tube
16580,N83.500,N83.5,输卵管-卵巢扭转,"Torsion of ovary, ovarian pedicle and fallopian tube"
16581,N83.501,N83.5,卵巢扭转,"Torsion of ovary, ovarian pedicle and fallopian tube"
16582,N83.502,N83.5,输卵管扭转,"Torsion of ovary, ovarian pedicle and fallopian tube"
16583,N83.503,N83.5,卵巢囊肿扭转,"Torsion of ovary, ovarian pedicle and fallopian tube"
16584,N83.504,N83.5,莫尔加尼囊状附件扭转,"Torsion of ovary, ovarian pedicle and fallopian tube"
16585,N83.600,N83.6,输卵管血肿,Haematosalpinx
16586,N83.601,N83.6,输卵管出血,Haematosalpinx
16587,N83.700,N83.7,阔韧带血肿,Haematoma of broad ligament
16588,N83.800,N83.8,卵巢-输卵管和阔韧带特指非炎性疾病,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16589,N83.801,N83.8,阔韧带囊肿,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16590,N83.802,N83.8,卵巢破裂,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16591,N83.803,N83.8,输卵管囊肿,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16592,N83.804,N83.8,卵巢钙化,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16593,N83.805,N83.8,卵巢破裂,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16594,N83.806,N83.8,卵巢增生,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16595,N83.807,N83.8,子宫韧带囊肿,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16596,N83.808,N83.8,子宫附件肿块,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16597,N83.809,N83.8,输卵管囊肿,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16598,N83.810,N83.8,输卵管旁囊肿,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16599,N83.811,N83.8,圆韧带囊肿,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16600,N83.812,N83.8,子宫韧带囊肿,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
16601,N83.900,N83.9,卵巢、输卵管和阔韧带非炎性疾患,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"
16602,N83.901,N83.9,附件扭转,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"
16603,N83.902,N83.9,输卵管肿物,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"
16604,N83.903,N83.9,阔韧带肿物,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"
16605,N84.000,N84.0,子宫体息肉,Polyp of corpus uteri
16606,N84.001,N84.0,子宫内膜息肉,Polyp of corpus uteri
16607,N84.002,N84.0,子宫息肉,Polyp of corpus uteri
16608,N84.100,N84.1,宫颈息肉,Polyp of cervix uteri
16609,N84.101,N84.1,子宫颈息肉,Polyp of cervix uteri
16610,N84.200,N84.2,阴道息肉,Polyp of vagina
16611,N84.300,N84.3,外阴息肉,Polyp of vulva
16612,N84.301,N84.3,处女膜息肉,Polyp of vulva
16613,N84.302,N84.3,阴唇息肉,Polyp of vulva
16614,N84.800,N84.8,女性生殖道特指部位息肉,Polyp of other parts of female genital tract
16615,N84.801,N84.8,处女膜息肉,Polyp of other parts of female genital tract
16616,N84.900,N84.9,女性生殖道息肉,"Polyp of female genital tract, unspecified"
16617,N85.000,N85.0,子宫内膜腺性增生,Endometrial glandular hyperplasia
16618,N85.001,N85.0,子宫内膜增生,Endometrial glandular hyperplasia
16619,N85.002,N85.0,子宫内膜囊性增生,Endometrial glandular hyperplasia
16620,N85.003,N85.0,子宫内膜息肉样增生,Endometrial glandular hyperplasia
16621,N85.100,N85.1,子宫内膜腺瘤性增生,Endometrial adenomatous hyperplasia
16622,N85.101,N85.1,子宫内膜不典型增生,Endometrial adenomatous hyperplasia
16623,N85.200,N85.2,子宫肥大,Hypertrophy of uterus
16624,N85.201,N85.2,子宫肥大,Hypertrophy of uterus
16625,N85.300,N85.3,子宫复旧不全,Subinvolution of uterus
16626,N85.400,N85.4,子宫错位,Malposition of uterus
16627,N85.401,N85.4,子宫移位,Malposition of uterus
16628,N85.402,N85.4,子宫后倾,Malposition of uterus
16629,N85.403,N85.4,子宫前倾,Malposition of uterus
16630,N85.404,N85.4,子宫移位,Malposition of uterus
16631,N85.500,N85.5,子宫内翻,Inversion of uterus
16632,N85.600,N85.6,子宫内粘连,Intrauterine synechiae
16633,N85.700,N85.7,子宫积血,Haematometra
16634,N85.701,N85.7,子宫积血,Haematometra
16635,N85.800,N85.8,特指子宫非炎性疾病,Other specified noninflammatory disorders of uterus
16636,N85.801,N85.8,子宫内膜萎缩,Other specified noninflammatory disorders of uterus
16637,N85.802,N85.8,子宫内膜发育不全,Other specified noninflammatory disorders of uterus
16638,N85.803,N85.8,子宫穿孔,Other specified noninflammatory disorders of uterus
16639,N85.804,N85.8,子宫穿孔,Other specified noninflammatory disorders of uterus
16640,N85.805,N85.8,子宫钙化,Other specified noninflammatory disorders of uterus
16641,N85.806,N85.8,子宫肌层囊肿,Other specified noninflammatory disorders of uterus
16642,N85.807,N85.8,子宫积水,Other specified noninflammatory disorders of uterus
16643,N85.808,N85.8,子宫溃疡,Other specified noninflammatory disorders of uterus
16644,N85.809,N85.8,子宫糜烂,Other specified noninflammatory disorders of uterus
16645,N85.810,N85.8,子宫内膜发育不全,Other specified noninflammatory disorders of uterus
16646,N85.811,N85.8,子宫内膜囊肿,Other specified noninflammatory disorders of uterus
16647,N85.812,N85.8,子宫内膜萎缩,Other specified noninflammatory disorders of uterus
16648,N85.813,N85.8,子宫囊肿,Other specified noninflammatory disorders of uterus
16649,N85.814,N85.8,子宫憩室,Other specified noninflammatory disorders of uterus
16650,N85.815,N85.8,子宫萎缩,Other specified noninflammatory disorders of uterus
16651,N85.816,N85.8,子宫纤维化,Other specified noninflammatory disorders of uterus
16652,N85.900,N85.9,子宫非炎性疾患,"Noninflammatory disorder of uterus, unspecified"
16653,N85.901,N85.9,子宫肿物,"Noninflammatory disorder of uterus, unspecified"
16654,N86.01,N86,子宫颈糜烂,Erosion and ectropion of cervix uteri
16655,N86.x00,N86,宫颈糜烂,Erosion and ectropion of cervix uteri
16656,N86.x01,N86,宫颈外翻,Erosion and ectropion of cervix uteri
16657,N86.x02,N86,宫颈溃疡,Erosion and ectropion of cervix uteri
16658,N87.000,N87.0,轻度宫颈发育不良,Mild cervical dysplasia
16659,N87.001,N87.0,宫颈上皮内肿瘤I级,Mild cervical dysplasia
16660,N87.100,N87.1,中度宫颈发育不良,Moderate cervical dysplasia
16661,N87.101,N87.1,宫颈上皮内肿瘤Ⅱ级,Moderate cervical dysplasia
16662,N87.200,N87.2,重度宫颈发育不良,"Severe cervical dysplasia, not elsewhere classified"
16663,N87.900,N87.9,宫颈发育不良,"Dysplasia of cervix uteri, unspecified"
16664,N87.901,N87.9,宫颈上皮内肿瘤,"Dysplasia of cervix uteri, unspecified"
16665,N88.000,N88.0,宫颈白斑,Leukoplakia of cervix uteri
16666,N88.100,N88.1,陈旧性宫颈裂伤,Old laceration of cervix uteri
16667,N88.101,N88.1,子宫颈粘连,Old laceration of cervix uteri
16668,N88.102,N88.1,子宫颈瘢痕粘连,Old laceration of cervix uteri
16669,N88.200,N88.2,宫颈缩窄和狭窄,Stricture and stenosis of cervix uteri
16670,N88.201,N88.2,宫颈闭锁,Stricture and stenosis of cervix uteri
16671,N88.300,N88.3,宫颈机能不全,Incompetence of cervix uteri
16672,N88.301,N88.3,子宫颈机能不全,Incompetence of cervix uteri
16673,N88.302,N88.3,子宫颈口松弛,Incompetence of cervix uteri
16674,N88.400,N88.4,宫颈肥厚性延长,Hypertrophic elongation of cervix uteri
16675,N88.401,N88.4,子宫颈延长,Hypertrophic elongation of cervix uteri
16676,N88.800,N88.8,宫颈特指非炎性疾病,Other specified noninflammatory disorders of cervix uteri
16677,N88.801,N88.8,子宫颈鳞状上皮不典型增生,Other specified noninflammatory disorders of cervix uteri
16678,N88.802,N88.8,子宫颈腺囊肿(子宫颈Naboth氏囊肿),Other specified noninflammatory disorders of cervix uteri
16679,N88.803,N88.8,子宫颈鳞状上皮增生,Other specified noninflammatory disorders of cervix uteri
16680,N88.804,N88.8,宫颈水肿,Other specified noninflammatory disorders of cervix uteri
16681,N88.805,N88.8,宫颈萎缩,Other specified noninflammatory disorders of cervix uteri
16682,N88.806,N88.8,子宫颈潴留囊肿,Other specified noninflammatory disorders of cervix uteri
16683,N88.807,N88.8,子宫颈闭锁,Other specified noninflammatory disorders of cervix uteri
16684,N88.808,N88.8,子宫颈鳞状上皮增生,Other specified noninflammatory disorders of cervix uteri
16685,N88.809,N88.8,子宫颈赘生物,Other specified noninflammatory disorders of cervix uteri
16686,N88.900,N88.9,宫颈非炎性疾病,"Noninflammatory disorder of cervix uteri, unspecified"
16687,N89.000,N89.0,轻度阴道发育不良,Mild vaginal dysplasia
16688,N89.001,N89.0,阴道上皮内肿瘤Ⅰ级,Mild vaginal dysplasia
16689,N89.100,N89.1,中度阴道发育不良,Moderate vaginal dysplasia
16690,N89.101,N89.1,阴道上皮内肿瘤Ⅱ级,Moderate vaginal dysplasia
16691,N89.200,N89.2,重度阴道发育不良,"Severe vaginal dysplasia, not elsewhere classified"
16692,N89.300,N89.3,阴道发育不良,"Dysplasia of vagina, unspecified"
16693,N89.400,N89.4,阴道白斑,Leukoplakia of vagina
16694,N89.401,N89.4,阴道白斑,Leukoplakia of vagina
16695,N89.500,N89.5,阴道狭窄和闭锁,Stricture and atresia of vagina
16696,N89.501,N89.5,后天性阴道闭锁,Stricture and atresia of vagina
16697,N89.502,N89.5,阴道粘连,Stricture and atresia of vagina
16698,N89.503,N89.5,阴道粘连,Stricture and atresia of vagina
16699,N89.600,N89.6,处女膜环过紧,Tight hymenal ring
16700,N89.601,N89.6,处女膜伞,Tight hymenal ring
16701,N89.700,N89.7,阴道积血,Haematocolpos
16702,N89.800,N89.8,阴道特指非炎性疾病,Other specified noninflammatory disorders of vagina
16703,N89.801,N89.8,陈旧性阴道裂伤,Other specified noninflammatory disorders of vagina
16704,N89.802,N89.8,非创伤性处女膜破裂,Other specified noninflammatory disorders of vagina
16705,N89.803,N89.8,阴道瘢痕,Other specified noninflammatory disorders of vagina
16706,N89.804,N89.8,阴道囊肿,Other specified noninflammatory disorders of vagina
16707,N89.805,N89.8,阴道裂伤,Other specified noninflammatory disorders of vagina
16708,N89.806,N89.8,阴道囊肿,Other specified noninflammatory disorders of vagina
16709,N89.807,N89.8,阴道皮赘,Other specified noninflammatory disorders of vagina
16710,N89.808,N89.8,阴道血肿,Other specified noninflammatory disorders of vagina
16711,N89.809,N89.8,阴道赘生物,Other specified noninflammatory disorders of vagina
16712,N89.810,N89.8,阴道子宫托溃疡,Other specified noninflammatory disorders of vagina
16713,N89.811,N89.8,陈旧性阴道裂伤,Other specified noninflammatory disorders of vagina
16714,N89.900,N89.9,阴道非炎性疾患,"Noninflammatory disorder of vagina, unspecified"
16715,N89.901,N89.9,阴道肿物,"Noninflammatory disorder of vagina, unspecified"
16716,N90.000,N90.0,轻度外阴发育不良,Mild vulvar dysplasia
16717,N90.001,N90.0,外阴上皮内肿瘤Ⅰ级,Mild vulvar dysplasia
16718,N90.100,N90.1,中度外阴发育不良,Moderate vulvar dysplasia
16719,N90.101,N90.1,外阴上皮内肿瘤Ⅱ级,Moderate vulvar dysplasia
16720,N90.200,N90.2,重度外阴发育不良,"Severe vulvar dysplasia, not elsewhere classified"
16721,N90.300,N90.3,外阴发育不良,"Dysplasia of vulva, unspecified"
16722,N90.301,N90.3,外阴鳞状上皮增生,"Dysplasia of vulva, unspecified"
16723,N90.302,N90.3,大阴唇肉阜增生,"Dysplasia of vulva, unspecified"
16724,N90.400,N90.4,外阴白斑,Leukoplakia of vulva
16725,N90.401,N90.4,外阴干皱症,Leukoplakia of vulva
16726,N90.402,N90.4,外阴角化症,Leukoplakia of vulva
16727,N90.403,N90.4,外阴营养不良,Leukoplakia of vulva
16728,N90.404,N90.4,外阴硬化性苔癣,Leukoplakia of vulva
16729,N90.500,N90.5,外阴萎缩,Atrophy of vulva
16730,N90.501,N90.5,外阴狭窄,Atrophy of vulva
16731,N90.600,N90.6,外阴肥大,Hypertrophy of vulva
16732,N90.601,N90.6,阴唇肥大,Hypertrophy of vulva
16733,N90.700,N90.7,外阴囊肿,Vulvar cyst
16734,N90.701,N90.7,外阴囊肿,Vulvar cyst
16735,N90.800,N90.8,外阴和会阴特指非炎性疾病,Other specified noninflammatory disorders of vulva and perineum
16736,N90.801,N90.8,会阴瘢痕,Other specified noninflammatory disorders of vulva and perineum
16737,N90.802,N90.8,阴蒂血肿,Other specified noninflammatory disorders of vulva and perineum
16738,N90.803,N90.8,外阴陈旧性裂伤,Other specified noninflammatory disorders of vulva and perineum
16739,N90.804,N90.8,外阴皮赘,Other specified noninflammatory disorders of vulva and perineum
16740,N90.805,N90.8,外阴水肿,Other specified noninflammatory disorders of vulva and perineum
16741,N90.806,N90.8,外阴象皮病,Other specified noninflammatory disorders of vulva and perineum
16742,N90.807,N90.8,外阴血肿,Other specified noninflammatory disorders of vulva and perineum
16743,N90.808,N90.8,阴蒂肥大,Other specified noninflammatory disorders of vulva and perineum
16744,N90.809,N90.8,小阴唇粘连,Other specified noninflammatory disorders of vulva and perineum
16745,N90.810,N90.8,外阴象皮病,Other specified noninflammatory disorders of vulva and perineum
16746,N90.811,N90.8,外阴白癜风,Other specified noninflammatory disorders of vulva and perineum
16747,N90.812,N90.8,外阴皮肤瘘管,Other specified noninflammatory disorders of vulva and perineum
16748,N90.900,N90.9,外阴非炎性疾病,"Noninflammatory disorder of vulva and perineum, unspecified"
16749,N90.901,N90.9,会阴非炎性疾病,"Noninflammatory disorder of vulva and perineum, unspecified"
16750,N90.902,N90.9,外阴肿物,"Noninflammatory disorder of vulva and perineum, unspecified"
16751,N91.000,N91.0,原发闭经,Primary amenorrhoea
16752,N91.100,N91.1,继发闭经,Secondary amenorrhoea
16753,N91.200,N91.2,闭经 ,"Amenorrhoea, unspecified"
16754,N91.300,N91.3,原发性月经稀少,Primary oligomenorrhoea
16755,N91.400,N91.4,继发性月经稀少,Secondary oligomenorrhoea
16756,N91.500,N91.5,月经稀少,"Oligomenorrhoea, unspecified"
16757,N92.000,N92.0,月经过多和频繁伴有规则周期,Excessive and frequent menstruation with regular cycle
16758,N92.100,N92.1,月经过多和频繁伴有不规则周期,Excessive and frequent menstruation with irregular cycle
16759,N92.101,N92.1,子宫不规则出血,Excessive and frequent menstruation with irregular cycle
16760,N92.200,N92.2,青春期月经过多,Excessive menstruation at puberty
16761,N92.201,N92.2,青春期出血(青春期月经过多),Excessive menstruation at puberty
16762,N92.300,N92.3,排卵期出血,Ovulation bleeding
16763,N92.400,N92.4,绝经前期出血过多,Excessive bleeding in the premenopausal period
16764,N92.401,N92.4,绝经期出血,Excessive bleeding in the premenopausal period
16765,N92.500,N92.5,特指月经不规则,Other specified irregular menstruation
16766,N92.600,N92.6,月经不规则,"Irregular menstruation, unspecified"
16767,N92.601,N92.6,经期延长,"Irregular menstruation, unspecified"
16768,N93.000,N93.0,性交后出血和接触性出血,Postcoital and contact bleeding
16769,N93.800,N93.8,特指异常子宫和阴道出血,Other specified abnormal uterine and vaginal bleeding
16770,N93.801,N93.8,功能障碍性子宫出血,Other specified abnormal uterine and vaginal bleeding
16771,N93.900,N93.9,异常阴道出血,"Abnormal uterine and vaginal bleeding, unspecified"
16772,N93.901,N93.9,阴道出血,"Abnormal uterine and vaginal bleeding, unspecified"
16773,N94.000,N94.0,经间痛,Mittelschmerz
16774,N94.100,N94.1,性交疼痛,Dyspareunia
16775,N94.200,N94.2,阴道痉挛,Vaginismus
16776,N94.300,N94.3,经前紧张症,Premenstrual tension syndrome
16777,N94.400,N94.4,原发性痛经,Primary dysmenorrhoea
16778,N94.500,N94.5,继发性痛经,Secondary dysmenorrhoea
16779,N94.600,N94.6,痛经,"Dysmenorrhoea, unspecified"
16780,N94.800,N94.8,特指与女性生殖器官和月经周期有关症状体征,Other specified conditions associated with female genital organs and menstrual cycle
16781,N94.802,N94.8,女性盆腔血肿,Other specified conditions associated with female genital organs and menstrual cycle
16782,N94.803,N94.8,女性盆腔静脉充血综合征,Other specified conditions associated with female genital organs and menstrual cycle
16783,N94.804,N94.8,交通性腹膜鞘突管积液,Other specified conditions associated with female genital organs and menstrual cycle
16784,N94.805,N94.8,经血潴留,Other specified conditions associated with female genital organs and menstrual cycle
16785,N94.806,N94.8,盆腔积液，女性,Other specified conditions associated with female genital organs and menstrual cycle
16786,N94.900,N94.9,与女性生殖器官和月经周期有关症状体征,Unspecified condition associated with female genital organs and menstrual cycle
16787,N94.901,N94.9,盆腔假囊肿，女性,Unspecified condition associated with female genital organs and menstrual cycle
16788,N95.000,N95.0,绝经后出血,Postmenopausal bleeding
16789,N95.100,N95.1,绝经期和女性更年期状态,Menopausal and female climacteric states
16790,N95.101,N95.1,女性更年期综合征,Menopausal and female climacteric states
16791,N95.200,N95.2,绝经后萎缩性阴道炎,Postmenopausal atrophic vaginitis
16792,N95.201,N95.2,老年性阴道炎,Postmenopausal atrophic vaginitis
16793,N95.300,N95.3,与人工绝经有关状态,States associated with artificial menopause
16794,N95.800,N95.8,特指绝经期和围绝经期疾病,Other specified menopausal and perimenopausal disorders
16795,N95.801,N95.8,围绝经期综合征,Other specified menopausal and perimenopausal disorders
16796,N95.900,N95.9,绝经期和围绝经期疾病,"Menopausal and perimenopausal disorder, unspecified"
16797,N96.x00,N96,习惯性流产,Habitual aborter
16798,N97.000,N97.0,不排卵引起不孕症,Female infertility associated with anovulation
16799,N97.100,N97.1,输卵管起因不孕症,Female infertility of tubal origin
16800,N97.101,N97.1,后天性输卵管闭锁,Female infertility of tubal origin
16801,N97.200,N97.2,子宫起因不孕症,Female infertility of uterine origin
16802,N97.300,N97.3,宫颈起因不孕症,Female infertility of cervical origin
16803,N97.400,N97.4,与男性有关女性不孕症,Female infertility associated with male factors
16804,N97.800,N97.8,特指原因女性不孕症,Female infertility of other origin
16805,N97.801,N97.8,不育由于阴道畸形,Female infertility of other origin
16806,N97.900,N97.9,女性不孕症,"Female infertility, unspecified"
16807,N97.901,N97.9,女性原发性不育,"Female infertility, unspecified"
16808,N97.902,N97.9,女性继发性不育,"Female infertility, unspecified"
16809,N98.000,N98.0,与人工授精有关感染,Infection associated with artificial insemination
16810,N98.100,N98.1,卵巢过度刺激综合征,Hyperstimulation of ovaries
16811,N98.200,N98.2,试管内受精后企图植入受精卵的并发症,Complications of attempted introduction of fertilized ovum following in vitro fertilization
16812,N98.300,N98.3,在胚胎转移中企图植入胚胎的并发症,Complications of attempted introduction of embryo in embryo transfer
16813,N98.800,N98.8,与人工授精有关特指并发症,Other complications associated with artificial fertilization
16814,N98.900,N98.9,与人工授精有关并发症,"Complication associated with artificial fertilization, unspecified"
16815,N99.000,N99.0,操作后肾衰竭,Postprocedural renal failure
16816,N99.001,N99.0,手术后肾功能衰竭,Postprocedural renal failure
16817,N99.100,N99.1,操作后尿道狭窄,Postprocedural urethral stricture
16818,N99.101,N99.1,手术后尿道狭窄,Postprocedural urethral stricture
16819,N99.200,N99.2,阴道手术后粘连,Postoperative adhesions of vagina
16820,N99.201,N99.2,手术后阴道狭窄,Postoperative adhesions of vagina
16821,N99.202,N99.2,手术后阴道粘连,Postoperative adhesions of vagina
16822,N99.300,N99.3,子宫切除术后阴道穹隆脱垂,Prolapse of vaginal vault after hysterectomy
16823,N99.400,N99.4,操作后盆腔腹膜粘连,Postprocedural pelvic peritoneal adhesions
16824,N99.401,N99.4,手术后盆腔腹膜粘连,Postprocedural pelvic peritoneal adhesions
16825,N99.403,N99.4,手术后腹膜粘连,Postprocedural pelvic peritoneal adhesions
16826,N99.500,N99.5,泌尿道外口机能不良,Malfunction of external stoma of urinary tract
16827,N99.800,N99.8,泌尿生殖系统特指操作后疾病,Other postprocedural disorders of genitourinary system
16828,N99.801,N99.8,残余卵巢综合征,Other postprocedural disorders of genitourinary system
16829,N99.803,N99.8,手术后尿潴留,Other postprocedural disorders of genitourinary system
16830,N99.805,N99.8,输尿管膀胱吻合口狭窄,Other postprocedural disorders of genitourinary system
16831,N99.806,N99.8,输尿管造口狭窄,Other postprocedural disorders of genitourinary system
16832,N99.807,N99.8,阴道残端出血,Other postprocedural disorders of genitourinary system
16833,N99.808,N99.8,手术后尿道综合征,Other postprocedural disorders of genitourinary system
16834,N99.900,N99.9,泌尿生殖系统操作后疾病,"Postprocedural disorder of genitourinary system, unspecified"
16835,O00.000,O00.0,腹腔妊娠,Abdominal pregnancy
16836,O00.001,O00.0,大网膜妊娠,Abdominal pregnancy
16837,O00.100,O00.1,输卵管妊娠,Tubal pregnancy
16838,O00.101,O00.1,输卵管妊娠流产,Tubal pregnancy
16839,O00.102,O00.1,输卵管妊娠破裂,Tubal pregnancy
16840,O00.103,O00.1,输卵管残端妊娠破裂,Tubal pregnancy
16841,O00.104,O00.1,输卵管壶腹部妊娠,Tubal pregnancy
16842,O00.105,O00.1,输卵管壶腹部妊娠流产,Tubal pregnancy
16843,O00.106,O00.1,输卵管壶腹部妊娠破裂,Tubal pregnancy
16844,O00.107,O00.1,输卵管间质部妊娠,Tubal pregnancy
16845,O00.108,O00.1,输卵管间质部妊娠流产,Tubal pregnancy
16846,O00.109,O00.1,输卵管间质部妊娠破裂,Tubal pregnancy
16847,O00.110,O00.1,输卵管伞部妊娠,Tubal pregnancy
16848,O00.111,O00.1,输卵管伞部妊娠流产,Tubal pregnancy
16849,O00.112,O00.1,输卵管伞端妊娠破裂,Tubal pregnancy
16850,O00.113,O00.1,输卵管峡部妊娠,Tubal pregnancy
16851,O00.114,O00.1,输卵管峡部妊娠流产,Tubal pregnancy
16852,O00.115,O00.1,输卵管峡部妊娠破裂,Tubal pregnancy
16853,O00.116,O00.1,陈旧性输卵管妊娠,Tubal pregnancy
16854,O00.200,O00.2,卵巢妊娠,Ovarian pregnancy
16855,O00.201,O00.2,卵巢妊娠破裂,Ovarian pregnancy
16856,O00.800,O00.8,特指异位妊娠,Other ectopic pregnancy
16857,O00.801,O00.8,残角子宫妊娠,Other ectopic pregnancy
16858,O00.802,O00.8,残角子宫妊娠破裂,Other ectopic pregnancy
16859,O00.803,O00.8,宫颈妊娠,Other ectopic pregnancy
16860,O00.804,O00.8,宫内外复合妊娠,Other ectopic pregnancy
16861,O00.805,O00.8,阔韧带妊娠,Other ectopic pregnancy
16862,O00.806,O00.8,韧带内妊娠,Other ectopic pregnancy
16863,O00.807,O00.8,子宫瘢痕妊娠,Other ectopic pregnancy
16864,O00.808,O00.8,子宫壁妊娠,Other ectopic pregnancy
16865,O00.809,O00.8,子宫角妊娠,Other ectopic pregnancy
16866,O00.900,O00.9,异位妊娠,"Ectopic pregnancy, unspecified"
16867,O00.901,O00.9,持续性异位妊娠,"Ectopic pregnancy, unspecified"
16868,O00.902,O00.9,陈旧性异位妊娠,"Ectopic pregnancy, unspecified"
16869,O01.000,O01.0,典型葡萄胎,Classical hydatidiform mole
16870,O01.001,O01.0,完全性葡萄胎,Classical hydatidiform mole
16871,O01.100,O01.1,不完全和部分葡萄胎,Incomplete and partial hydatidiform mole
16872,O01.101,O01.1,部分性葡萄胎,Incomplete and partial hydatidiform mole
16873,O01.900,O01.9,葡萄胎,"Hydatidiform mole, unspecified"
16874,O01.901,O01.9,妊娠滋养细胞病,"Hydatidiform mole, unspecified"
16875,O01.902,O01.9,异位葡萄胎,"Hydatidiform mole, unspecified"
16876,O02.000,O02.0,萎缩卵和非葡萄胎,Blighted ovum and nonhydatidiform mole
